Country Name,Country Code,Series Name,Series Code,2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Angola,AGO,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,78.405017921147,79.6482412060302,80.6110102843315,77.6188995958968,75.4090471607315,65.3431890179514,67.9574233804368,70.9078039285082,60.7994842037395,58.0209347614411,53.1751054852321,53.1749283080705,0,0,0,0,0,0,0,0
Angola,AGO,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,61.92,68.38,62.13,58.49,54.88,52.41,52.51,51.06,49.47,47.95,48.27,47.84,49.03,56.25,55.94,54.39,61.02,0,0,0
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.65410876477369,4.71647322490578,4.9199579702083,5.11119781506048,5.14228057320633,5.36588828163816,5.43555633350837,5.25890993785239,5.35962771175035,5.34368396668814,5.34089380967323,5.45023960151655,5.5264785124332,5.48842722154545,5.5508261847074,5.52558159731646,5.12173012173012,0,0,0
Antigua and Barbuda,ATG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,0,0,0,1.49476831091181,1.49700598802395,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,0.06,0.11,0.11,0.11,0.36,0.45,0.45,0.7,0.69,0.74,0.72,0,0
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.65608487008491,3.73671686472615,3.92426184145235,4.08315143871477,4.15237520977984,3.84834822677955,4.09984413971278,4.28102814513,4.26411100150765,4.34225013023383,4.20911189491323,4.30191380564475,4.20181586904703,4.07011168693629,3.97565074444479,3.74202981162433,3.4056175404138,0,0,0
Argentina,ARG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,31.63480257575,33.5251348456266,37.127698397103,29.8422008099427,26.3437057991513,28.9274026197721,28.5854562001549,32.305970437266,29.2611353196635,31.4844907174391,31.5762041956827,28.1400691239471,0,0,0,0,0,0,0,0
Argentina,ARG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.29,9.64,9.18,7.72,7.65,8.59,8.79,8.83,8.61,8.91,9.79,9.4,9.38,10.37,10.52,10.74,9.84,0,0,0
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.22769506270091,1.4639120044788,1.48330439988819,1.73226338897741,1.90569819009788,1.52171038249891,1.47188348205694,1.68560616406553,1.96145306391904,1.896163384039,1.89589367216507,1.85625278998956,1.7679664042068,1.88339587008485,2.01377938113001,2.1965523671897,2.40468376195106,0,0,0
Armenia,ARM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,33.134328358209,28.0671204685769,30.7187342198283,31.4682943370634,31.1785095320624,35.6727208605184,39.4854413803728,33.5397039030956,28.9447486311598,28.2360570687419,25.7548387096774,28.3369662777279,0,0,0,0,0,0,0,0
Armenia,ARM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,8.71,6.49,7.65,7.02,6.4,7.8,9.36,8.01,6.56,6.77,7.08,10.74,13.15,12.56,11.13,10.34,8.38,0,0,0
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,18.3688710453093,18.2784730852853,18.2927495943223,18.4547376555999,18.2392898668792,18.1572008366536,17.9737515176961,17.6560553381679,17.4056176654109,16.7945880965987,16.1557451398864,16.1984582210401,16.3203306101751,16.1491503049618,15.8657135218488,15.5990453615115,14.7761369066259,0,0,0
Australia,AUS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,8.1866501908305,8.80370663945662,9.2993077726263,8.64807246716794,8.11525755637195,7.49793425905399,8.61187962842023,10.4266522781963,10.5926533603071,13.2641083883167,14.9067122095833,13.6378410946741,0,0,0,0,0,0,0,0
Australia,AUS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.68,6.71,6.85,6.95,6.79,7.15,8.16,8.32,8.3,9.22,9.33,9.32,9.36,9.65,9.6,10.06,10.89,0,0,0
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.27587070234996,9.2664055123168,8.962101510998,8.58876639792215,8.50023841866895,7.72122810060212,8.36562481018494,8.13618977833065,7.72385166247508,7.754017978913,7.26093085754911,7.3188595368183,7.29077721621103,7.48703675539348,7.14114021108032,7.26333120118199,6.63264573733546,0,0,0
Austria,AUT,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,64.2022341318525,63.6267774900368,65.5155251581415,68.6870289567632,69.2308884377567,71.1396947946197,66.2113227544381,65.6314234326824,74.5291806141755,78.0247869868319,81.0568683458842,76.4907792691417,0,0,0,0,0,0,0,0
Austria,AUT,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,23.17,24.41,26.64,28.99,29.68,31.31,31.15,31.64,34.37,34.58,35.67,34.82,34.63,33.97,34.08,33.98,35.77,0,0,0
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.40840305784626,3.58006875718703,3.59340212503904,3.21952384836796,3.47440491133578,2.84957053250929,2.68511249642712,2.97414762017826,3.23916734726194,3.28557436862051,3.3815556221401,3.29279481365619,3.30395789547903,3.24303764763118,3.29264124897847,3.54349533028946,3.39884957289227,0,0,0
Azerbaijan,AZE,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,12.670161883738,13.1558237145855,10.2595444729658,10.8207076486474,10.3128032158204,12.2429510281959,18.4233030464992,13.1861633980487,7.92152427353402,6.67123404984157,5.62924619864122,7.0398574206092,0,0,0,0,0,0,0,0
Azerbaijan,AZE,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,3.07,3.36,2.86,3.78,3.08,3.27,4.45,3.55,2.84,2.52,2.12,2.33,1.94,1.91,1.93,1.62,1.23,0,0,0
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.10541288120575,5.62270704189716,5.40627906449198,5.40084883662411,5.46093523890903,5.45703518748455,5.30283546582653,5.77589628257706,6.26680032769636,7.27447167120446,6.47314143566049,5.62112773970771,5.15359516738388,5.43882512154779,6.955357720462,6.48289363427156,6.04225147673512,0,0,0
"Bahamas, The",BHS,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahamas, The",BHS,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,1.59,1.71,2.01,3.54,1.97,1.53,1.3,1.44,1.41,1.43,1.4,1.45,1.33,1.15,1.2,1.18,1.41,1.27,0,0
Bahrain,BHR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,21.5097228271368,22.9440272485062,23.1574047277959,22.1050385764205,22.3013969557155,20.9564094542131,21.394806553811,21.465302946925,22.1841250870451,22.8688416095137,23.0965713649406,22.3856249935763,21.4953098652797,20.9460377778113,20.7379617303374,22.063354812112,21.9769078065259,0,0,0
Bahrain,BHR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.21995504350196,0.232135396844242,0.251721897657564,0.263586594582306,0.285933318249804,0.305030148225566,0.340233253415489,0.361557397209346,0.387829234655971,0.408788178786231,0.42518945677671,0.46351707533422,0.50773927054082,0.541787825904309,0.586157624560863,0.559733655592985,0.510647559277094,0,0,0
Bangladesh,BGD,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,3.03447717052222,2.83207925284531,2.53631776776946,2.41573939687147,2.77631655853644,1.12166124216586,1.78720274577102,1.9749507394741,1.60001647378609,1.94653614457831,1.31972423672665,1.2268899018827,0,0,0,0,0,0,0,0
Bangladesh,BGD,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,52.05,50.66,48.69,47.19,45.2,43.1,40.31,38.44,37.36,36.96,35.34,31.12,30.23,28.01,25.79,26.37,27.96,0,0,0
Barbados,BRB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.76788141747826,4.92101366721464,4.98326707959693,5.03602953095298,5.93834247253654,5.84277788532129,5.39294021717368,5.50390945456393,5.31367103914959,5.19917649395915,4.62018861737053,4.56543549947318,4.63224343170081,4.22645037197291,4.54138182546266,4.16614319366122,3.90487115816925,0,0,0
Barbados,BRB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.28,6.38,6.59,6.36,5.7,6.53,6.41,3.12,3.01,2.37,2.33,2.13,2.4,3.46,4.15,2.79,4.57,4.68,0,0
Belarus,BLR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.72996540853549,5.84282870865483,6.12124572771216,5.99593994448043,6.32155697138482,6.01576102812717,6.47878137074492,6.16444733752901,6.3236304726789,6.34224947425193,6.29006780430576,5.799689168547,5.82946357939628,5.94640716888454,6.27957941620664,6.12342695003417,5.84240729590088,0,0,0
Belarus,BLR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0.108939442486383,0.119505183941087,0.119455534249159,0.157089446730969,0.208285779502397,0.345667632341322,0.372546210058748,0.428571428571429,0.555212831585441,0.844256831815152,0.722614078019289,0.815679830995834,0,0,0,0,0,0,0,0
Belarus,BLR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,6.27,6.83,7.2,7.28,7.08,7.39,7.29,7.52,7.24,6.97,6.69,6.82,6.72,7.28,7.21,7.81,8.39,0,0,0
Belgium,BEL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.8770089098723,10.5892027545238,10.2466752332537,9.77872516634198,9.96411475547137,9.25341219597882,9.80881615729526,8.74124771793825,8.57803036878231,8.65194718679944,8.06155236787537,8.43483650630165,8.3106603919614,8.13943859065518,8.18436667928584,8.09379074556662,7.39813065774681,0,0,0
Belgium,BEL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1.77468495489194,2.457151524344,3.49978659837815,3.98272552783109,5.2857638515009,6.05638821459591,6.92080611298797,9.41087918754353,12.8128790384827,14.2093861058371,17.0806411009482,20.8000230056939,0,0,0,0,0,0,0,0
Belgium,BEL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,2.04,2.44,2.87,3.4,3.95,4.87,6.25,6.7,7.69,8.26,9.13,9.42,9.2,9.66,10.65,10.2,12.28,0,0,0
Belize,BLZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.50517403574788,1.55256353098529,1.5973456078191,1.65425526545144,1.47511540185363,1.69334534377775,1.64914655423991,1.74001177405944,1.38047048142907,1.32699716845379,1.37284118807385,1.875949993192,1.77314715242858,1.71633844240485,1.64892976606136,1.89208291034323,1.74110771521393,0,0,0
Belize,BLZ,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,43.0781478757784,44.1418027487405,84.7717773737278,82.2754469021063,94.7475859538063,79.2914214469014,63.3809520940405,62.941598469924,49.1940058214813,55.8130131931025,50.7054753739704,45.2399304748245,0,0,0,0,0,0,0,0
Belize,BLZ,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.02,31.01,36.8,32.31,34.06,29.18,32.93,44.36,50.07,40.99,37.43,30.32,33.27,37.24,35.53,30.43,30.2,31.35,0,0
Benin,BEN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.335218430325513,0.355804505818145,0.413132505759208,0.462339326907855,0.451087855355473,0.481569175037509,0.510824490694717,0.478348573672836,0.443845154791085,0.453634928841865,0.488570533867478,0.503586323811604,0.598485713029697,0.592940505290305,0.636814493777282,0.60823677321991,0.631204805964476,0,0,0
Benin,BEN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,1.23456790123457,0.934579439252336,2.5974025974026,1.36363636363636,1.31004366812227,0.78125,0.869565217391304,0,0,0,0,5.55555555555556,0,0,0,0,0,0,0,0
Benin,BEN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,60.69,59.2,57.31,54.49,54.76,52.83,47.19,48.7,50.33,51.97,51.05,49.94,45.42,45.38,43.97,46.47,46.2,0,0,0
Bhutan,BTN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.482329755335074,0.596119839052769,0.590410836823812,0.584949839645312,0.612726300024502,0.568786746894699,0.699034465554289,1.04327444061733,1.15635551796102,1.24573151741898,1.37487658839394,1.40204016284708,1.63838876655361,1.73186566700303,1.90828976926791,1.86720072342627,1.34005431673023,0,0,0
Bhutan,BTN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,99.923560387294,99.943342776204,99.9601840382233,99.9695214873514,99.9985634454325,99.998571040711,99.9959062811293,99.9957552175451,99.997070326805,99.9934556173054,99.9928610794619,99.9935464335397,0,0,0,0,0,0,0,0
Bhutan,BTN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,93.46,91.67,91.92,92.07,91.81,92.38,90.8,89.01,87.32,86.7,86.54,86.68,85.02,83.63,82.61,82.85,88.39,87.45,0,0
Bolivia,BOL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.01802473644732,1.05391821261955,1.12284170571674,1.22616760606775,1.28880928502976,1.35011163213736,1.43811128924503,1.53821869932666,1.60468176145447,1.68698792155035,1.78421940046278,1.8036741828399,1.8936936513003,1.89131542884796,1.88518817031758,1.85346150629409,1.53946469560316,0,0,0
Bolivia,BOL,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,48.7066106566438,41.2581699346405,41.8679245283019,41.698639693059,41.3787175520028,39.4870119261559,33.9530765825587,34.196675900277,32.3064874037332,32.1760694358338,28.0068532267276,31.4024390243902,0,0,0,0,0,0,0,0
Bolivia,BOL,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,26.26,25.07,23.7,22.07,21.3,20.62,19.93,18.1,17.36,16.02,15.03,14.22,13.62,14.29,14.33,13.52,16.86,0,0,0
Bosnia and Herzegovina,BIH,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.75868361470096,3.96292696890333,4.41345994146009,4.71284540739284,5.26480755654016,5.30970279156727,5.46891071526031,6.34178452220087,5.97658267775681,6.03937627554934,5.46245548950622,5.56957873339682,6.42249063914649,6.59666334014239,6.65145351838121,6.28566395622831,6.31230587447531,0,0,0
Bosnia and Herzegovina,BIH,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,46.9751728472659,47.595619742898,44.0078142610264,33.9528173794976,32.834109154692,39.8200153178453,46.8698902125672,28.7107329842932,29.93182786536,41.4646725116039,36.7264851485149,35.5173075692623,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,20.1,19.73,18.12,14.84,14.28,17.43,19.57,14.16,15.28,19.48,23.65,25.25,23,18.49,35.36,36.84,37.71,0,0,0
Botswana,BWA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.1356204799673,2.260452333492,2.1189876725511,2.1961619276687,2.18834067313632,2.04323383587189,1.61197018259147,1.81971399746115,1.5695025110036,2.44513272580164,3.09192452937034,3.01483577574071,2.81808659692843,3.05495453485661,3.28847103849256,2.8796632558601,2.2634631138367,0,0,0
Botswana,BWA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,0,0,0,0,0,0,0.108342361863489,0.0432338953739732,0.0337040781934614,0,0,0,0,0,0,0,0
Botswana,BWA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,34.34,33,31.4,29.03,27.86,28.29,29.41,28.41,27.55,26.36,25.38,25.59,26.13,26.11,25.11,25.74,27.21,0,0,0
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.77844124428615,1.77566292246976,1.77747795657257,1.847975735626,1.93921527398251,1.79932814185315,2.02660566892286,2.11062775987293,2.2714176835721,2.4134465369818,2.51459195963426,2.36536062099671,2.16125984748939,2.18548661863967,2.06426147881772,2.05077012882977,1.94252335631484,0,0,0
Brazil,BRA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,86.0321122820058,87.1246275118911,86.7476516501048,88.2146796451509,84.2664236492775,88.9957757749597,84.7242338752678,87.1209969967485,82.4482831002635,76.6892081191253,73.0820738473312,73.9669080481113,0,0,0,0,0,0,0,0
Brazil,BRA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,45.18,46.13,46.67,47.19,47.04,48.92,46.81,45.26,43.49,42.32,41.71,43.62,45.46,45.33,46.95,47.58,50.05,0,0,0
Brunei Darussalam,BRN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,14.1568713397566,13.610767976396,20.1733868371923,18.8600335843358,20.5750348442928,20.1744250097999,18.1056575761325,18.2629898432402,17.9510321320893,17.5097521994064,16.9931550247686,15.1806794372587,16.358211618004,16.9430783961922,17.3623104307419,16.111932938856,21.7058124398664,0,0,0
Brunei Darussalam,BRN,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,0,0,0,0,0,0,0,0.0536912751677852,0.0508905852417303,0.0454338936846888,0.0443852640923213,0.0476190476190476,0,0,0,0,0,0,0,0
Brunei Darussalam,BRN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,0,0,0,0,0,0,0,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0
Bulgaria,BGR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.12499125291893,6.26527946570375,6.44055496747674,6.97101972105159,6.67853087882768,5.76373544669494,6.04962491881996,6.75495160259586,6.16257736225904,5.45906018005221,5.82153390574504,6.2073775238782,5.83441898521035,6.20201084038645,5.82177716644055,5.61371010274005,4.92328037940501,0,0,0
Bulgaria,BGR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,7.64978515907884,9.87446556899845,9.35783042503626,6.80299042783613,6.64363897362282,8.77279913168637,12.5779603190125,7.86638146452632,11.4364842525602,16.0788502170935,15.7436017644426,17.9885929998769,0,0,0,0,0,0,0,0
Bulgaria,BGR,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,9.55,9.83,9.96,8.85,9.94,11.62,14.27,13.22,15.63,18.24,17.15,17.85,17.71,17.11,19.59,19.32,21.08,0,0,0
Burkina Faso,BFA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0843255941907382,0.0829691166706675,0.0978245547958745,0.114034801207882,0.125648814327492,0.123328900112728,0.129944787580944,0.132533051498824,0.157359014386809,0.167097517816553,0.164943646730665,0.203109100380761,0.207403201722726,0.233173679706721,0.252428280421403,0.26950158887331,0.253533188747507,0,0,0
Burkina Faso,BFA,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,21.445172195225,19.4654270772807,14.6221248630887,18.1372549019608,21.9405876654827,18.9054015432981,20.7854236688484,15.4557463672391,15.456,14.4382099356781,10.3971279274351,9.35403868441754,0,0,0,0,0,0,0,0
Burkina Faso,BFA,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,85.31,87.7,85.88,84.3,84.43,84.81,82.8,81.98,78.79,77.09,76.84,74.55,74.14,71.13,69.13,67.2,67.51,68,0,0
Burundi,BDI,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.0224141689005934,0.0217895175909076,0.0250189666226615,0.0241799187348301,0.0240030664007927,0.0227456280973839,0.0354239062608714,0.0379981118333185,0.0371804176191894,0.0361000266316517,0.0347596973886301,0.0341936179122354,0.0405380853018533,0.0474291236691765,0.057850230113233,0.0595713389942667,0.0583840218352736,0,0,0
Burundi,BDI,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,97.8632478632479,98.0449657869013,97.9013641133263,98.3257854159168,98.2423608608917,96.3936374817371,87.6533996099443,90.8573088394698,97.9618194008257,87.02056925233,80.7187888270213,82.7093851288663,0,0,0,0,0,0,0,0
Burundi,BDI,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,96.04,96.01,95.31,95.29,95.15,95.18,92.58,91.66,91.47,91.11,91.31,91.18,89.58,88.19,85.65,84.84,83.52,83.25,0,0
Cabo Verde,CPV,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.854941500216818,0.916142987295745,1.03972065650532,0.911372943714796,0.932130988211688,0.990229579666355,1.03738977613716,1.07445959497347,0.984520402199811,0.929732933288884,0.909030977373113,0.905343682877975,0.972252567183745,1.0349515181767,1.04113781114212,1.06961509800184,1.06515172319099,0,0,0
Cabo Verde,CPV,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,2.92525362813339,2.72083016957732,2.95308406763515,2.54888138611657,1.92119944211994,1.50570293062781,1.18257859821171,6.7226660829594,18.3667484270022,20.5576033446305,17.2916513783909,20.2084965923393,0,0,0,0,0,0,0,0
Cabo Verde,CPV,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,24.38,23.88,21.18,21.04,23.81,22.08,21.22,20.78,24.26,25.94,26.11,26.35,26.31,24.66,23.13,22.41,23.42,23.24,0,0
Cambodia,KHM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.182677644944201,0.200617774410201,0.219843343625088,0.266918394892055,0.290844275283909,0.335199714038263,0.357906397952816,0.368035016057832,0.383718004901722,0.382514750478394,0.456727603783544,0.546949078655501,0.708268456939398,0.799744091997512,0.845896953293299,1.11633042620485,1.13758365931038,0,0,0
Cambodia,KHM,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,5.15337423312883,6.12033195020747,5.76759966072943,4.55764075067024,4.3859649122807,5.37124802527646,5.5,7.07547169811321,37.6569037656904,57.9302587176603,61.1365120836055,46.4180122811008,0,0,0,0,0,0,0,0
Cambodia,KHM,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,80.69,79.24,78.01,74.79,74.13,68.04,64.82,63.99,64.36,64.97,63.7,60.63,58,56.32,58.15,53.05,51.41,0,0,0
Cameroon,CMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.304746027031174,0.290376286289728,0.286834797138897,0.335938254203707,0.340494883097112,0.364009537832529,0.352871883318855,0.332610017187744,0.326477590782042,0.347933813621414,0.368742288253346,0.369370823329051,0.378493591541366,0.372071194814649,0.388794447700892,0.370691707164993,0.37478265803136,0,0,0
Cameroon,CMR,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,95.3771289537713,94.2057942057942,88.8170779475127,74.8235742895289,75.8493223024116,70.6726612484869,73.2157992880149,75.291335922986,75.3650793650794,75.3357531760436,75.3250975292588,76.1171944362237,0,0,0,0,0,0,0,0
